occupation,soc_code,emp_2024,emp_2034,emp_change_num,emp_change_pct,median_wage_2024,education_required,annual_openings,automation_prob,occupation_fo,risk_tier,soc_major,occupation_group,education_level,wage_norm,edu_norm,adaptive_capacity_score,vulnerable,growth_direction,genai_exposure_2025,genai_exposure_2023,cluster,cluster_label,pca_1,pca_2
        Zoologists and wildlife biologists,19-1023,18.2,18.5,0.3,1.6,72860.0,Bachelor's degree,1.4,0.3,Zoologists and wildlife biologists,Medium,19,Life & Social Science,4.0,0.2173691712482182,0.6666666666666666,0.4420179189574424,False,Growing,0.4,0.35,2.0,High Exposure / Adaptable,1.3273984937122454,0.3487704542347196
"        Biological scientists, all other",19-1029,63.7,64.5,0.8,1.2,93330.0,Bachelor's degree,4.8,0.015,"Biological scientists, all other",Low,19,Life & Social Science,4.0,0.3215740175117084,0.6666666666666666,0.4941203420891875,False,Growing,0.4,0.35,2.0,High Exposure / Adaptable,1.7463157440900956,0.0011948433684092284
        Conservation scientists,19-1031,28.5,29.5,1.0,3.4,67950.0,Bachelor's degree,2.5,0.016,Conservation scientists,Low,19,Life & Social Science,4.0,0.192374261861128,0.6666666666666666,0.4295204642638973,False,Growing,0.38,0.36,2.0,High Exposure / Adaptable,1.1596304324287279,0.3098733396816919
        Foresters,19-1032,13.8,14.0,0.2,1.2,70660.0,Bachelor's degree,1.1,0.0081,Foresters,Low,19,Life & Social Science,4.0,0.2061698228466707,0.6666666666666666,0.4364182447566687,False,Growing,0.29,0.3,2.0,High Exposure / Adaptable,0.9123069068054432,-0.28634653010780253
        Epidemiologists,19-1041,12.3,14.3,2.0,16.2,83980.0,Master's degree,0.8,0.2,Epidemiologists,Low,19,Life & Social Science,5.0,0.2739767868051314,0.8333333333333333,0.5536550600692323,False,Growing,0.4,0.35,2.0,High Exposure / Adaptable,1.9399327168076848,0.06540783951207454
"        Medical scientists, except epidemiologists",19-1042,165.3,179.6,14.3,8.7,100590.0,Doctoral or professional degree,9.6,0.0045,"Medical scientists, except epidemiologists",Low,19,Life & Social Science,6.0,0.3585318672368153,1.0,0.6792659336184077,False,Growing,0.4,0.35,0.0,Low Exposure / High Skill,2.664819441347891,-0.3111736371380756
        Astronomers,19-2011,1.8,1.8,0.0,2.2,132170.0,Doctoral or professional degree,0.1,0.041,Astronomers,Low,19,Life & Social Science,6.0,0.5192934229281205,1.0,0.7596467114640603,False,Growing,0.38,0.35,0.0,Low Exposure / High Skill,3.243816913346628,-0.969662058018004
        Physicists,19-2012,24.6,25.6,1.0,4.0,166290.0,Doctoral or professional degree,1.7,0.1,Physicists,Low,19,Life & Social Science,6.0,0.6929851354103034,1.0,0.8464925677051517,False,Growing,0.38,0.35,0.0,Low Exposure / High Skill,3.9420805470980804,-1.5490113419827571
      Atmospheric and space scientists,19-2021,9.4,9.5,0.1,0.7,97450.0,Bachelor's degree,0.7,0.67,Atmospheric and space scientists,Medium,19,Life & Social Science,4.0,0.342547342700061,0.6666666666666666,0.5046070046833638,False,Growing,0.54,0.44,2.0,High Exposure / Adaptable,2.3016278436203956,0.7871122724357852
        Chemists,19-2031,86.8,91.0,4.3,4.9,84150.0,Bachelor's degree,6.3,0.1,Chemists,Low,19,Life & Social Science,4.0,0.2748421909997963,0.6666666666666666,0.4707544288332315,False,Growing,0.39,0.32,2.0,High Exposure / Adaptable,1.5248050154126238,0.09593514701402231
        Materials scientists,19-2032,8.7,9.1,0.4,4.9,104160.0,Bachelor's degree,0.6,0.021,Materials scientists,Low,19,Life & Social Science,4.0,0.3767053553247811,0.6666666666666666,0.5216860109957239,False,Growing,0.3399999999999999,0.295,0.0,Low Exposure / High Skill,1.7660953374578061,-0.5494990705761104
"        Environmental scientists and specialists, including health",19-2041,90.3,94.3,4.0,4.4,80060.0,Bachelor's degree,8.5,0.033,"Environmental scientists and specialists, including health",Low,19,Life & Social Science,4.0,0.2540215841987375,0.6666666666666666,0.4603441254327021,False,Growing,0.38,0.36,2.0,High Exposure / Adaptable,1.4074608135755655,0.10424849124050875
"        Geoscientists, except hydrologists and geographers",19-2042,25.1,26.0,0.8,3.2,99240.0,Bachelor's degree,2.0,0.63,"Geoscientists, except hydrologists and geographers",Medium,19,Life & Social Science,4.0,0.351659539808593,0.6666666666666666,0.5091631032376298,False,Growing,0.36,0.32,2.0,High Exposure / Adaptable,1.732693072839308,-0.3436909518796616
        Hydrologists,19-2043,6.3,6.3,0.0,-0.1,92060.0,Bachelor's degree,0.5,0.014,Hydrologists,Low,19,Life & Social Science,4.0,0.3151089391162696,0.6666666666666666,0.4908878028914681,False,Declining,0.36,0.32,2.0,High Exposure / Adaptable,1.5857548286911416,-0.2217763018542532
"      Physical scientists, all other",19-2099,31.9,32.1,0.2,0.6,117960.0,Bachelor's degree,2.0,0.43,"Physical scientists, all other",Medium,19,Life & Social Science,4.0,0.4469558134799429,0.6666666666666666,0.5568112400733047,False,Growing,,,,,,
      Economists,19-3011,17.6,17.8,0.2,1.2,115440.0,Master's degree,0.9,0.43,Economists,Medium,19,Life & Social Science,5.0,0.4341274689472613,0.8333333333333333,0.6337304011402973,False,Growing,0.55,0.54,0.0,Low Exposure / High Skill,3.0883987920531584,0.4482325910534176
      Survey researchers,19-3022,8.8,8.3,-0.5,-5.2,63380.0,Master's degree,0.7,0.23,Survey researchers,Low,19,Life & Social Science,5.0,0.1691101608633679,0.8333333333333333,0.5012217470983507,False,Declining,0.56,0.5,2.0,High Exposure / Adaptable,2.05663680880393,1.393332561440674
        Industrial-organizational psychologists,19-3032,5.6,5.9,0.3,6.3,109840.0,Master's degree,0.4,0.012,Industrial-organizational psychologists,Low,19,Life & Social Science,5.0,0.405620036652413,0.8333333333333333,0.6194766849928731,False,Growing,0.39,0.41,0.0,Low Exposure / High Skill,2.435513363471682,-0.4348225165763381
"        Psychologists, all other",19-3039,55.3,57.7,2.4,4.3,117580.0,Master's degree,3.9,0.0043,"Psychologists, all other",Low,19,Life & Social Science,5.0,0.4450213805742211,0.8333333333333333,0.6391773569537772,False,Growing,0.39,0.41,0.0,Low Exposure / High Skill,2.593911972065944,-0.566245830113477
      Sociologists,19-3041,3.4,3.6,0.1,3.6,101690.0,Master's degree,0.3,0.059,Sociologists,Low,19,Life & Social Science,5.0,0.3641315414375891,0.8333333333333333,0.5987324373854612,False,Growing,0.48,0.45,2.0,High Exposure / Adaptable,2.5715076344757426,0.2537672273271142
      Urban and regional planners,19-3051,44.7,46.2,1.5,3.4,83720.0,Master's degree,3.4,0.13,Urban and regional planners,Low,19,Life & Social Science,5.0,0.2726532274485848,0.8333333333333333,0.552993280390959,False,Growing,0.41,0.47,2.0,High Exposure / Adaptable,1.9682544448223858,0.1309564350642126
        Anthropologists and archeologists,19-3091,8.8,9.2,0.3,3.7,64910.0,Master's degree,0.8,0.0077,Anthropologists and archeologists,Low,19,Life & Social Science,5.0,0.1768987986153532,0.8333333333333333,0.5051160659743432,False,Growing,0.48,0.45,2.0,High Exposure / Adaptable,1.8188072696053312,0.8782826629725898
        Geographers,19-3092,1.5,1.5,0.0,-3.1,97200.0,Bachelor's degree,0.1,0.25,Geographers,Low,19,Life & Social Science,4.0,0.3412746894726125,0.6666666666666666,0.5039706780696396,False,Declining,0.48,0.45,2.0,High Exposure / Adaptable,2.0946559404474825,0.4245540579733719
        Historians,19-3093,3.4,3.5,0.1,2.2,74050.0,Master's degree,0.3,0.44,Historians,Medium,19,Life & Social Science,5.0,0.2234270006108735,0.8333333333333333,0.5283801669721034,False,Growing,0.47,0.41,2.0,High Exposure / Adaptable,1.9722141778073035,0.6619538317344317
        Political scientists,19-3094,6.5,6.3,-0.2,-3.1,139380.0,Master's degree,0.5,0.039,Political scientists,Low,19,Life & Social Science,5.0,0.5559967420077377,0.8333333333333333,0.6946650376705354,False,Declining,0.47,0.41,0.0,Low Exposure / High Skill,3.3091884800635287,-0.44733364544661575
"        Social scientists and related workers, all other",19-3099,40.8,40.1,-0.7,-1.7,100340.0,Bachelor's degree,3.2,0.04,"Social scientists and related workers, all other",Low,19,Life & Social Science,4.0,0.3572592140093668,0.6666666666666666,0.5119629403380167,False,Declining,0.53,0.5,2.0,High Exposure / Adaptable,2.3271288986293266,0.6769069178910528
      Biological technicians,19-4021,82.7,85.6,2.9,3.5,52000.0,Bachelor's degree,9.1,0.3,Biological technicians,Medium,19,Life & Social Science,4.0,0.1111789859499083,0.6666666666666666,0.3889228263082875,False,Growing,0.38,0.37,2.0,High Exposure / Adaptable,0.8332146950800856,0.5807004522033159
      Chemical technicians,19-4031,57.0,59.0,2.1,3.7,57790.0,Associate's degree,6.7,0.57,Chemical technicians,Medium,19,Life & Social Science,3.0,0.1406536346976175,0.5,0.3203268173488088,False,Growing,0.26,0.23,2.0,High Exposure / Adaptable,0.1630312102933567,-0.15667091867607302
      Nuclear technicians,19-4051,6.0,5.5,-0.5,-7.7,104240.0,Associate's degree,0.7,0.85,Nuclear technicians,High,19,Life & Social Science,3.0,0.3771126043575646,0.5,0.4385563021787823,False,Declining,0.26,0.42,0.0,Low Exposure / High Skill,1.1136275112240424,-0.945380597461618
      Social science research assistants,19-4061,40.6,42.3,1.8,4.4,58040.0,Bachelor's degree,5.2,0.65,Social science research assistants,Medium,19,Life & Social Science,4.0,0.1419262879250662,0.6666666666666666,0.4042964772958664,False,Growing,0.57,0.48,2.0,High Exposure / Adaptable,1.5960325302489482,1.6396860438389285
        Forensic science technicians,19-4092,20.7,23.3,2.6,12.8,67440.0,Bachelor's degree,2.9,0.0095,Forensic science technicians,Low,19,Life & Social Science,4.0,0.1897780492771329,0.6666666666666666,0.4282223579718998,False,Growing,0.26,0.42,2.0,High Exposure / Adaptable,0.7454819767177924,-0.4150732916804238
"        Life, physical, and social science technicians, all other",19-4099,83.2,86.2,2.9,3.5,60130.0,Associate's degree,10.6,0.61,"Life, physical, and social science technicians, all other",Medium,19,Life & Social Science,3.0,0.1525656689065363,0.5,0.3262828344532681,False,Growing,0.26,0.325,2.0,High Exposure / Adaptable,0.2109191617288317,-0.19640354835009205
"        Educational, guidance, and career counselors and advisors",21-1012,376.3,389.6,13.3,3.5,65140.0,Master's degree,31.0,0.0085,"Educational, guidance, school, and vocational counselors",Low,21,Community & Social Service,5.0,0.178069639584606,0.8333333333333333,0.5057014864589696,False,Growing,0.39,0.42,2.0,High Exposure / Adaptable,1.520730701435048,0.3241725887350473
        Marriage and family therapists,21-1013,77.8,87.7,9.8,12.6,63780.0,Master's degree,7.7,0.014,Marriage and family therapists,Low,21,Community & Social Service,5.0,0.1711464060272856,0.8333333333333333,0.5022398696803094,False,Growing,0.28,0.29,2.0,High Exposure / Adaptable,1.1228296611973905,-0.3252073908750703
        Rehabilitation counselors,21-1015,91.9,93.2,1.3,1.4,46110.0,Master's degree,10.0,0.0094,Rehabilitation counselors,Low,21,Community & Social Service,5.0,0.0811952759112197,0.8333333333333333,0.4572643046222765,False,Growing,0.28,0.29,2.0,High Exposure / Adaptable,0.7612142330500233,-0.025175097567415504
"        Child, family, and school social workers",21-1021,399.9,413.3,13.4,3.4,58570.0,Bachelor's degree,35.1,0.028,"Child, family, and school social workers",Low,21,Community & Social Service,4.0,0.1446243127672571,0.6666666666666666,0.4056454897169619,False,Growing,0.28,0.29,2.0,High Exposure / Adaptable,0.6312432128812916,-0.14219513571372974
        Healthcare social workers,21-1022,193.2,208.1,14.8,7.7,68090.0,Master's degree,18.4,0.0035,Healthcare social workers,Low,21,Community & Social Service,5.0,0.1930869476684993,0.8333333333333333,0.5132101405009163,False,Growing,0.28,0.29,2.0,High Exposure / Adaptable,1.2110335375593122,-0.3983901404028574
        Mental health and substance abuse social workers,21-1023,136.8,150.1,13.3,9.7,60060.0,Master's degree,13.5,0.0031,Mental health and substance abuse social workers,Low,21,Community & Social Service,5.0,0.1522093260028507,0.8333333333333333,0.492771329668092,False,Growing,0.28,0.29,2.0,High Exposure / Adaptable,1.0467000973768923,-0.26204269754714304
        Health education specialists,21-1091,71.8,75.0,3.2,4.5,63000.0,Bachelor's degree,7.9,0.045,Health educators,Low,21,Community & Social Service,4.0,0.1671757279576461,0.6666666666666666,0.4169211973121564,False,Growing,0.28,0.33,2.0,High Exposure / Adaptable,0.7219028816245198,-0.21741545599403064
        Probation officers and correctional treatment specialists,21-1092,92.3,94.8,2.4,2.6,64520.0,Bachelor's degree,7.9,0.25,Probation officers and correctional treatment specialists,Low,21,Community & Social Service,4.0,0.1749134595805334,0.6666666666666666,0.4207900631236,False,Growing,0.28,0.29,2.0,High Exposure / Adaptable,0.7530095851210671,-0.2432246855258716
        Social and human service assistants,21-1093,449.6,478.5,28.9,6.4,45120.0,High school diploma or equivalent,50.6,0.13,Social and human service assistants,Low,21,Community & Social Service,1.0,0.0761555691305233,0.1666666666666666,0.1214111178985949,False,Growing,0.33,0.29,3.0,High Exposure / Low Resilience,-0.630689512935612,0.6754950557080827
      Clergy,21-2011,262.0,264.6,2.6,1.0,60820.0,Bachelor's degree,23.0,0.0081,Clergy,Low,21,Community & Social Service,4.0,0.1560781918142944,0.6666666666666666,0.4113724292404805,False,Growing,0.17,0.22,2.0,High Exposure / Adaptable,0.3072205934479353,-0.8528720354619711
"      Directors, religious activities and education",21-2021,138.9,141.8,2.9,2.1,54840.0,Bachelor's degree,13.8,0.025,"Directors, religious activities and education",Low,21,Community & Social Service,4.0,0.1256363266137243,0.6666666666666666,0.3961514966401954,False,Growing,0.17,0.22,2.0,High Exposure / Adaptable,0.18484027311283327,-0.7513330929617009
        Lawyers,23-1011,864.8,900.7,35.9,4.1,151160.0,Doctoral or professional degree,31.5,0.035,Lawyers,Low,23,Legal,6.0,0.6159641620851151,1.0,0.8079820810425575,False,Growing,0.36,0.34,0.0,Low Exposure / High Skill,3.5651608346733017,-1.414375347446694
        Judicial law clerks,23-1012,14.5,14.9,0.4,2.5,60400.0,Doctoral or professional degree,1.0,0.41,Judicial law clerks,Medium,23,Legal,6.0,0.1539401343921808,1.0,0.5769700671960905,False,Growing,0.39,0.39,2.0,High Exposure / Adaptable,1.8086910314678246,0.31010890846964156
